Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Final_Chosen_Short_Def
veelgeprezen	adjectief	1.0	164645	164646	 waarover of over wie dikwijls met lof gesproken wordt	vaak geprezen; veelgeloofd	vaak geprezen
veelgeroemd	adjectief	1.0	164647	164648	 waarover of over wie dikwijls met lof gesproken wordt	vaak geroemd; roemrijk	vaak geroemd
vennoot	substantief	1.0	165293	165294	iemand die deel uitmaakt van een vennootschap of maatschap;  aandeelhouder in een vennootschap;  compagnon;  associé;  soms ook: rechtspersoon of andere vennootschap die deel uitmaakt van een vennootschap of maatschap	handelscompagnon; aandeelhouder	handelscompagnon
verdragend	adjectief	3.0	165915	485359	zich ver uitstrekkend;  enorm	ingrijpend; zeer groot; verstrekkend	verstrekkend
vereelten	werkwoord	2.0	437698	935476	als het ware van een eeltlaag voorzien worden;  ongevoelig worden voor iets	ongevoelig worden; verharden	ongevoelig worden
verpleegkundige	substantief	1.0	167869	167870	iemand die zich voor zijn beroep bezighoudt met de verpleging, verzorging van zieken en hulpbehoevenden;  iemand die is opgeleid in de verpleegkunde;  geschoold(e) verpleger of verpleegster;  ook: het beroep van verpleegkundige	verpleger; verpleegster	verpleegster
vespasienne	substantief	1.0	504857	505047	plaats, inrichting die bestemd is om er in het openbaar te urineren;  openbare waterplaats;  pissoir	openbaar toilet; urinoir	openbaar toilet
vet	adjectief	B.14.0	169762	169773	enorm leuk, goed of mooi	gaaf; geweldig	geweldig
vetje	substantief	2.0	169805	169807	vetopslag;  vetrand;  vetkwab wezen dat mollig, dik of vet is;  mollig of corpulent persoon met vetjes;  dik dier met vetrollen	vetrolletje; vetopslag dik wezen	vetopslag dik wezen
vetje	substantief	4.0	169805	169809	vette substantie, zoals boter, margarine, smeer of vette zalf	vette substantie; smeerseltje	vette substantie
vetje	substantief	5.0	169805	559357	 vette letter;  lettertype bold	dikgedrukte letter; vet lettertype	
vijg	substantief	4.0	170416	534650	slag om de oren;  klap in het gezicht	oorvijg; oorveeg	oorvijg
vlieger	substantief	4.0	171312	171313	iemand die, meestal voor zijn beroep, een vliegtuig of helikopter bestuurt;  ook: militaire piloot;  gevechtsvlieger	vliegenier; piloot	vliegenier
voorjaar	substantief	2.0	174778	174779	het eerste van de vier jaargetijden, waarin de natuur na de winter weer tot leven komt, en dat astronomisch gezien op het noordelijk halfrond begint rond 21 maart en eindigt rond 21 juni en er, weerkundig beschouwd, duurt van 1 maart tot en met 31 mei	het eerste seizoen van het jaar; lente lenteseizoen in een bepaald jaar	lente lenteseizoen in een bepaald jaar
vork	substantief	3.0	175515	312371	iets wat door zijn vorm aan een tweetandige vork doet denken, bv. een gevorkte tak, de gaffel van een zeilboot, een stemvork, een Y-splitsing of een grafiek met de vorm van een Y iets netjes regelen voor iemand deel van het frame van een fiets waarin het wiel wordt opgehangen elk der beide takken van een op een vork lijkende zaak;  ook: ruimte tussen de tanden van een vork;  ruimte tussen de beide uiteinden van een op een vork lijkend voorwerp	iets wat op een vork lijkt tak; ruimte	iets wat op een vork lijkt tak
vork	substantief	3.2	175515	312373	elk der beide takken van een op een vork lijkende zaak;  ook: ruimte tussen de tanden van een vork;  ruimte tussen de beide uiteinden van een op een vork lijkend voorwerp	tak; ruimte	ruimte
vorst	substantief	1.0	175621	175622	adellijk, meestal mannelijk, persoon die aan het hoofd van een koninkrijk of keizerrijk staat;  koning of keizer satan;  de duivel	monarch; koning of keizer	koning of keizer
vorst	substantief	2.0	175621	175623	weerstoestand met een temperatuur onder nul;  vriesweer;  ook: periode van vriesweer en vrieskou erge vorst;  hevige vorst resultaat van vorst;  ijs;  rijp;  rijm aangevroren waterdruppeltjes in de vorm van kleine ijsformaties op bomen, planten, hekjes, etc. die het landschap een betoverende aanblik geven;  ruige rijp	vriesweer rijp; rijm	vriesweer rijp
vorst	substantief	2.1	175621	595621	resultaat van vorst;  ijs;  rijm aangevroren waterdruppeltjes in de vorm van kleine ijsformaties op bomen, planten, hekjes, etc. die het landschap een betoverende aanblik geven;  ruige rijp	rijp; rijm	rijp
vrijdags	bijwoord	2.0	176253	176255	 ook: op elke vrijdag	op vrijdag; 's vrijdags	's vrijdags
waterbestendig	adjectief	2.0	178494	500365	geen verandering van kleur ondergaand door de inwerking van water;  niet van kleur veranderend onder invloed van het water	kleurvast; watervast	kleurvast
week	adjectief	C.2.0	179571	531886	gering in weerstandsvermogen;  niet of weinig bestand tegen een slordige of ruwe behandeling, zekere invloeden of werkingen enz.;  niet sterk;  delicaat;  teer;  tenger;  broos	weinig bestand; kwetsbaar	weinig bestand
week	adjectief	C.4.0	179571	532324	ontvankelijk of vatbaar voor emotionele indrukken of daardoor ontroerd, bewogen of aangedaan;  vaak ook met de negatieve bijgedachte van: teerhartig;  slecht opgewassen tegen emoties, teleurstellingen e.d.;  licht aangedaan;  teergevoelig;  sentimenteel	emotioneel gevoelig; teerhartig	emotioneel gevoelig
week	adjectief	C.5.0	179571	531997	bleek (en mat) van tint;  niet scherp afstekend of schril;  in elkaar overgaand;  vervloeiend	bleek; niet scherp afstekend	niet scherp afstekend
weekdier	substantief	2.0	179587	324964	persoon die geen eigen mening lijkt te hebben en weinig voorstelt;  iemand zonder ruggengraat;  sukkel	slappeling; zwakkeling	slappeling
weerbestendig	adjectief	2.0	179659	501838	geen verandering van kleur ondergaand door de inwerking van weer;  niet van kleur veranderend onder invloed van het weer	kleurvast; weervast	kleurvast
weerbestendigheid	substantief	2.0	501833	501890	het geen verandering van kleur ondergaan door de inwerking van weer;  het niet van kleur veranderen onder invloed van het weer	kleurvastheid; weervastheid	kleurvastheid
weg	bijwoord	B.2.0	179800	643446	 niet meer ter plaatse;  verdwenen niet meer aanwezig of zichtbaar door vertrek;  afwezig door vertrek;  vertrokken. verdwenen door stopzetting van zeker dienstverband;  niet meer in een bepaalde functie werkend;  ergens niet langer werkzaam niet meer aanwezig of zichtbaar door verwijdering;  afwezig na verwijdering;  verdwenen verdwenen als gevolg van verlies of verberging;  aan het oog, aan de waarneming onttrokken;  onvindbaar;  zoek;  verloren;  kwijt verdwenen door diefstal;  gestolen;  ontvreemd verdwenen als gevolg van een tenietgaan of teloorgang verdwenen door niet langer actief of werkzaam te zijn;  opgehouden;  over;  voorbij;  beëindigd uit de weg geruimd;  opgeruimd	niet meer aanwezig; verdwenen afwezig door vertrek ergens niet langer werkzaam afwezig door verwijdering verdwenen door verlies of verberging verdwenen door diefstal verdwenen door teloorgang opgehouden; voorbij uit de weg geruimd; ongedaan gemaakt	
weg	bijwoord	B.4.0	179800	643332	ter uitdrukking van de voortgang van iets en afhankelijk van het verband zoveel als: heen;  verder;  voort	aldoor; onophoudelijk; voortdurend	onophoudelijk
weg	bijwoord	B.5.0	179800	643333	als bevel, aansporing of waarschuwing dat iemand of iets zich snel moet verwijderen of snel verwijderd moet worden, uit de weg moet gaan, op een afstand moet blijven enz.	verwijder je; verwijder (iets)	verwijder (iets)
weg	bijwoord	B.2.7	179800	643447	verdwenen door niet langer actief of werkzaam te zijn;  over;  beëindigd	opgehouden; voorbij	opgehouden
weg	bijwoord	B.2.8	179800	643514	 opgeruimd	uit de weg geruimd; ongedaan gemaakt	
welgevuld	adjectief	3.0	180359	232123	"""rijkelijk voorzien van vlees"";  goedgevuld;  dik;  volslank"	corpulent; gezet	corpulent
weshalve	bijwoord	1.0	410181	667219	om de reden die in het voorgaande is genoemd;  om voornoemde reden;  weswege	om welke reden; waarom	om welke reden
wijl	voegwoord	B.1.0	182143	638098	 aangezien;  vermits	omdat; doordat	
wijndeskundige	substantief	1.0	369557	369558	deskundige op het gebied van wijnen	oenoloog; vinoloog	oenoloog
woensdags	bijwoord	2.0	183588	183590	 ook: op elke woensdag	op woensdag; 's woensdags	's woensdags
zaterdags	bijwoord	2.0	185276	185278	 ook: op elke zaterdag	op zaterdag; 's zaterdags	's zaterdags
zaterdagvoetbal	substantief	1.0	185300	185301	beoefening van de voetbalsport door clubs die hun wedstrijden op zaterdag spelen;  ook: geheel van clubs die zaterdagvoetbal spelen	voetbal op zaterdag; zaterdagcompetitie	voetbal op zaterdag
zebradrempel	substantief	1.0	257637	257638	oversteekplaats voor voetgangers die bestaat uit een combinatie van een zebrapad en een verkeersdrempel;  verhoogd zebrapad	verkeersdrempel met zebrastrepen;	verkeersdrempel met zebrastrepen
zeerover	substantief	1.0	185710	185711	iemand die de zeeën bevaart en schepen aanvalt om deze buit te maken of te plunderen en de opvarenden te beroven of te gijzelen voor losgeld;  iemand die zeeroof pleegt;  zeeschuimer schip van een zeerover;  piratenschip	piraat; zeeschuimer	zeeschuimer
zeeschuimer	substantief	1.0	235158	235159	iemand die de zeeën bevaart om er schepen aan te vallen en hun lading te roven of opvarenden voor losgeld te gijzelen;  iemand die zeeroof pleegt;  zeerover schip van een zeeschuimer;  piratenschip	piraat; zeerover	zeerover
zekerlijk	bijwoord	1.0	401401	643976	op een dusdanige manier dat de waarheid of juistheid van het beweerde met nadruk bevestigd wordt;  zeker;  beslist;  ongetwijfeld;  vast;  waarlijk, voorwaar;  echt	stellig; waarlijk; werkelijk	werkelijk
ziekenauto	substantief	1.0	187011	187012	voertuig dat snel naar een in nood verkerende zieke of gewonde medische hulp vervoert en de patiënt vervolgens naar het ziekenhuis brengt	ambulance; ziekenwagen	ziekenwagen
ziekenwagen	substantief	1.0	187097	187098	voertuig dat snel naar een in nood verkerende zieke of gewonde medische hulp vervoert en de patiënt vervolgens naar het ziekenhuis brengt	ambulance; ziekenauto	ziekenauto
zigzag	substantief	3.0	187258	187261	handelwijze die haaks staat op een eerdere handelwijze, meestal om iets wat fout kan uitpakken op slinkse wijze ongedaan te maken	gedraai; gekonkel	gekonkel
zondags	bijwoord	3.0	188315	188317	 ook: op elke zondag	op zondag; 's zondags	's zondags
zondagvoetbal	substantief	1.0	188460	188461	beoefening van de voetbalsport door clubs die hun wedstrijden op zondag spelen;  ook: geheel van clubs datie zondagvoetbal speelt	voetbal op zondag; zondagcompetitie	voetbal op zondag
zorgverlener	substantief	2.0	188985	188987	iemand die niet-beroepsmatig hulp en zorg verleent aan een bejaarde, zieke of andere hulpbehoevende, bv. een mantelzorger	mantelzorger; vrijwilliger	mantelzorger
zout	substantief	A.2.0	189080	189081	fijnkorrelige of grofkorrelige, veelal witte en geraffineerde stof die bestaat uit natriumchloride en als smaakmiddel wordt gebruikt in de keuken of aan tafel;  consumptiezout;  tafelzout soort zout die gebruikt wordt in de keuken of aan tafel;  soort consumptiezout potje, vaatje, strooier die zout bevat;  zoutvaatje;  zoutstrooier iemand die of iets wat kracht of waarde geeft;  gever van kracht of waarde	keukenzout; tafelzout soort consumptiezout zoutvaatje; zoutstrooier gever van kracht of waarde	tafelzout soort consumptiezout zoutvaatje
zout	substantief	A.2.2	189080	370496	potje, vaatje, strooier die zout bevat	zoutvaatje; zoutstrooier	zoutstrooier
zwemvlies	substantief	1.0	190094	190095	vliesachtige verbinding tussen de tenen van watervogels, amfibieën en zoogdieren zoals nijlpaarden, ijsberen of bevers, die helpt bij het zwemmen doordat meer water weggeduwd wordt;  ook: gehele voet met zwemvliezen, zoals de flappoten van watervogels rubber of plastic soort schoen met nagemaakte lange zwemvliezen daaraan, die gebruikt worden bij duiken en snorkelen of gewoon om hard mee te zwemmen;  duikvin;  flipper vlies tussen de wortels van een plant, dat ervoor zorgt dat de plant in natte grond kan gedijen	vlies tussen tenen bij waterdier duikvin; zwemvin; flipper vlies tussen plantenwortels	vlies tussen tenen bij waterdier duikvin
zwemvlies	substantief	1.1	190094	306447	rubber of plastic soort schoen met nagemaakte lange zwemvliezen daaraan, die gebruikt worden bij duiken en snorkelen of gewoon om hard mee te zwemmen	duikvin; zwemvin; flipper	duikvin
zwik	substantief	1.0	190274	190275	verzameling van bij elkaar horende personen of zaken	boel; mikmak	mikmak
